,APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name
1777,mumbai,betelnuts,2016,february,924,28000,30000,29000.0,2016-02,mumbai,maharashtra
1778,mumbai,betelnuts,2016,january,280,30167,32000,31083.0,2016-01,mumbai,maharashtra
1779,mumbai,betelnuts,2016,may,830,28000,30000,29000.0,2016-05,mumbai,maharashtra
1780,mumbai,betelnuts,2016,march,460,28000,30000,29000.0,2016-03,mumbai,maharashtra
1781,mumbai,betelnuts,2016,april,898,28000,30000,29000.0,2016-04,mumbai,maharashtra
1782,mumbai,betelnuts,2016,july,89,24000,28000,26000.0,2016-07,mumbai,maharashtra
1783,pune,black gram,2016,march,54,10347,12267,11887.0,2016-03,pune,maharashtra
1784,kalyan,black gram,2016,july,15,12960,13300,13120.0,2016-07,thane,maharashtra
1785,amalner,black gram,2016,may,6,10663,10663,10663.0,2016-05,jalgaon,maharashtra
1786,parola,black gram,2016,may,3,14072,14072,14072.0,2016-05,jalgaon,maharashtra
1787,balapur,black gram,2016,may,2,11500,11500,11500.0,2016-05,akola,maharashtra
1788,shirpur,black gram,2016,january,18,9629,9980,9966.0,2016-01,dhule,maharashtra
1789,osmanabad,black gram,2016,april,3,11000,11000,11000.0,2016-04,osmanabad,maharashtra
1790,chopda,black gram,2016,may,3,9608,9608,9608.0,2016-05,jalgaon,maharashtra
1791,jalgaon,black gram,2016,july,17,11833,11833,11833.0,2016-07,jalgaon,maharashtra
1792,pune,black gram,2016,july,48,12745,14082,13732.0,2016-07,pune,maharashtra
1793,akola,black gram,2016,may,379,8881,11542,10211.0,2016-05,akola,maharashtra
1794,jalgaon,black gram,2016,may,61,11771,11871,11871.0,2016-05,jalgaon,maharashtra
1795,shirpur,black gram,2016,may,6,11192,11192,11192.0,2016-05,dhule,maharashtra
1796,devala,black gram,2016,august,1,9905,9905,9905.0,2016-08,nasik,maharashtra
1797,jalgaon,black gram,2016,march,303,9456,10189,10139.0,2016-03,jalgaon,maharashtra
1798,dhule,black gram,2016,may,3,11000,11000,11000.0,2016-05,dhule,maharashtra
1799,shirpur,black gram,2016,june,1,11050,11050,11050.0,2016-06,dhule,maharashtra
1800,daryapur,black gram,2016,june,756,7610,12826,10636.0,2016-06,amaravathi,maharashtra
1801,raver,black gram,2016,june,26,11444,11747,11738.0,2016-06,jalgaon,maharashtra
1802,parola,black gram,2016,june,6,14150,14150,14150.0,2016-06,jalgaon,maharashtra
1803,pune,black gram,2016,june,249,13280,14755,14323.0,2016-06,pune,maharashtra
1804,indapur-bhigwan,black gram,2016,june,11,10138,11350,10700.0,2016-06,pune,maharashtra
1805,devala,black gram,2016,june,2,10700,11000,11000.0,2016-06,nasik,maharashtra
1806,jalna,black gram,2016,april,2,11111,11111,11111.0,2016-04,jalna,maharashtra
1807,raver,black gram,2016,may,40,12059,12681,12464.0,2016-05,jalgaon,maharashtra
1808,shirpur,black gram,2016,july,1,12900,12900,12900.0,2016-07,dhule,maharashtra
1809,raver,black gram,2016,july,1,11950,11950,11950.0,2016-07,jalgaon,maharashtra
1810,dhule,black gram,2016,june,6,10000,11250,11250.0,2016-06,dhule,maharashtra
1811,indapur,black gram,2016,june,64,10767,11334,11167.0,2016-06,pune,maharashtra
1812,jalgaon,black gram,2016,june,143,12631,12792,12731.0,2016-06,jalgaon,maharashtra
1813,kalyan,black gram,2016,march,9,10333,11667,11000.0,2016-03,thane,maharashtra
1814,amalner,black gram,2016,june,9,8500,11000,11000.0,2016-06,jalgaon,maharashtra
1815,amarawati,black gram,2016,june,1671,8260,12210,10216.0,2016-06,amaravathi,maharashtra
1816,achalpur,black gram,2016,june,8,9956,9956,9956.0,2016-06,amaravathi,maharashtra
1817,chopda,black gram,2016,june,4,10420,10420,10420.0,2016-06,jalgaon,maharashtra
1818,jalgaon,black gram,2016,april,106,10730,11110,11110.0,2016-04,jalgaon,maharashtra
1819,beed,black gram,2016,january,5,9686,9686,9686.0,2016-01,beed,maharashtra
1820,pune,black gram,2016,august,96,12244,13350,12983.0,2016-08,pune,maharashtra
1821,pune,black gram,2016,april,29,11857,13221,12836.0,2016-04,pune,maharashtra
1822,jalgaon,black gram,2016,january,386,9800,10497,10278.0,2016-01,jalgaon,maharashtra
1823,pune,black gram,2016,january,35,10571,12143,11657.0,2016-01,pune,maharashtra
1824,pune-pimpri,black gram,2016,january,88,9279,10671,10284.0,2016-01,pune,maharashtra
1825,raver,black gram,2016,january,1,9610,9610,9610.0,2016-01,jalgaon,maharashtra
1826,amalner,black gram,2016,july,3,12600,12600,12600.0,2016-07,jalgaon,maharashtra
1827,kalyan,black gram,2016,august,18,12317,12833,12567.0,2016-08,thane,maharashtra
1828,sengaon,black gram,2016,may,51,9470,9570,9520.0,2016-05,hingoli,maharashtra
1829,hingoli,black gram,2016,june,5,8890,10850,9870.0,2016-06,hingoli,maharashtra
1830,pune,black gram,2016,february,214,10678,12250,11756.0,2016-02,pune,maharashtra
1831,daryapur,black gram,2016,april,220,8980,11148,10081.0,2016-04,amaravathi,maharashtra
1832,nandurbar,black gram,2016,june,17,9930,10050,10050.0,2016-06,nandurbar,maharashtra
1833,kalyan,black gram,2016,may,9,14000,14733,14467.0,2016-05,thane,maharashtra
1834,murum,black gram,2016,may,91,9594,10496,10045.0,2016-05,osmanabad,maharashtra
1835,raver,black gram,2016,february,2,9800,9800,9800.0,2016-02,jalgaon,maharashtra
1836,amalner,black gram,2016,january,12,9525,9800,9800.0,2016-01,jalgaon,maharashtra
1837,shahada,black gram,2016,june,2,10800,10800,10800.0,2016-06,nandurbar,maharashtra
1838,jalgaon,black gram,2016,february,206,9740,10100,10070.0,2016-02,jalgaon,maharashtra
1839,pune-pimpri,black gram,2016,february,5,10800,12000,11800.0,2016-02,pune,maharashtra
1840,shrirampur,black gram,2016,may,1,11500,11500,11500.0,2016-05,ahmadnagar,maharashtra
1841,digras,black gram,2016,july,1,9505,9505,9505.0,2016-07,yewatmal,maharashtra
1842,malkapur,black gram,2016,july,7,12000,12200,12000.0,2016-07,buldhana,maharashtra
1843,pusad,black gram,2016,may,13,9875,9875,9875.0,2016-05,yewatmal,maharashtra
1844,mangrulpeer,black gram,2016,june,95,10249,13513,12797.0,2016-06,wasim,maharashtra
1845,karanja,black gram,2016,june,262,8718,18975,10564.0,2016-06,wasim,maharashtra
1846,washim-ansing,black gram,2016,june,3,9883,9883,9883.0,2016-06,wasim,maharashtra
1847,latur,black gram,2016,june,72,9280,10520,10004.0,2016-06,latur,maharashtra
1848,washim,black gram,2016,june,356,8933,11473,10490.0,2016-06,wasim,maharashtra
1849,mangrulpeer,black gram,2016,july,2,9000,9700,9700.0,2016-07,wasim,maharashtra
1850,yeotmal,black gram,2016,june,3,10720,10720,10720.0,2016-06,yewatmal,maharashtra
1851,pusad,black gram,2016,june,1,10910,10910,10910.0,2016-06,yewatmal,maharashtra
1852,buldhana,black gram,2016,june,10,10000,13000,11500.0,2016-06,buldhana,maharashtra
1853,barshi-vairag,black gram,2016,may,8,10333,10333,10333.0,2016-05,solapur,maharashtra
1854,washim-ansing,black gram,2016,july,81,9400,9650,9550.0,2016-07,wasim,maharashtra
1855,latur,black gram,2016,may,13,9520,10825,9925.0,2016-05,latur,maharashtra
1856,barshi,black gram,2016,april,119,9443,10072,9672.0,2016-04,solapur,maharashtra
1857,kalyan,black gram,2016,september,6,11250,12500,11900.0,2016-09,thane,maharashtra
1858,nandura,black gram,2016,january,10,8801,9563,9563.0,2016-01,buldhana,maharashtra
1859,akkolkot,black gram,2016,april,3,10600,10600,10600.0,2016-04,solapur,maharashtra
1860,sangali,black gram,2016,july,14,8000,11000,9850.0,2016-07,sangli,maharashtra
1861,sangali,black gram,2016,may,19,8167,10167,9867.0,2016-05,sangli,maharashtra
1862,sangali,black gram,2016,june,87,7833,11667,10833.0,2016-06,sangli,maharashtra
1863,shirpur,black gram,2016,april,1,11900,11900,11900.0,2016-04,dhule,maharashtra
1864,akola,black gram,2016,july,107,9850,11625,10738.0,2016-07,akola,maharashtra
1865,nandura,black gram,2016,june,18,10806,12069,12069.0,2016-06,buldhana,maharashtra
1866,shirpur,black gram,2016,august,2,13500,13500,13500.0,2016-08,dhule,maharashtra
1867,tumsar,black gram,2016,june,2,10000,10000,10000.0,2016-06,bhandara,maharashtra
1868,tumsar,black gram,2016,may,12,10421,10449,10449.0,2016-05,bhandara,maharashtra
1869,jalna,black gram,2016,june,5,11802,11802,11802.0,2016-06,jalna,maharashtra
1870,indapur,black gram,2016,may,175,10000,11009,10394.0,2016-05,pune,maharashtra
1871,tumsar,black gram,2016,april,38,9668,10067,9997.0,2016-04,bhandara,maharashtra
1872,akola,black gram,2016,june,465,9869,12075,10844.0,2016-06,akola,maharashtra
1873,akot,black gram,2016,june,520,8557,11598,10078.0,2016-06,akola,maharashtra
1874,pune,black gram,2016,may,88,13200,14410,14055.0,2016-05,pune,maharashtra
1875,barshi,black gram,2016,june,204,10873,11589,11507.0,2016-06,solapur,maharashtra
1876,lakhandur,black gram,2016,april,131,10729,10841,10791.0,2016-04,bhandara,maharashtra
1877,balapur,black gram,2016,june,5,9567,9567,9567.0,2016-06,akola,maharashtra
1878,washim-ansing,black gram,2016,may,1,10000,10000,10000.0,2016-05,wasim,maharashtra
1879,akola,black gram,2016,april,93,10025,11725,10875.0,2016-04,akola,maharashtra
1880,udgir,black gram,2016,january,190,9135,9600,9600.0,2016-01,latur,maharashtra
1881,balapur,black gram,2016,april,1,11000,11000,11000.0,2016-04,akola,maharashtra
1882,malkapur,black gram,2016,june,34,11309,11716,11684.0,2016-06,buldhana,maharashtra
1883,barshi,black gram,2016,may,169,10763,11095,10993.0,2016-05,solapur,maharashtra
1884,vaijapur,black gram,2016,july,1,13100,13100,13100.0,2016-07,aurangabad,maharashtra
1885,mehkar,black gram,2016,june,34,11900,12501,12100.0,2016-06,buldhana,maharashtra
1886,nandura,black gram,2016,may,3,11417,11417,11417.0,2016-05,buldhana,maharashtra
1887,nandura,black gram,2016,april,3,9400,10150,10150.0,2016-04,buldhana,maharashtra
1888,junnar (bhlhe),buffalo,2016,october,66,17000,25000,23000.0,2016-10,pune,maharashtra
1889,palus,buffalo,2016,september,54,18000,45500,31500.0,2016-09,sangli,maharashtra
1890,junnar (bhlhe),buffalo,2016,november,91,15000,25000,22000.0,2016-11,pune,maharashtra
1891,khamgaon,buffalo,2016,april,112,20000,68000,45750.0,2016-04,buldhana,maharashtra
1892,khamgaon,buffalo,2016,august,304,20000,50000,35000.0,2016-08,buldhana,maharashtra
1893,khamgaon,buffalo,2016,october,146,20000,56000,41500.0,2016-10,buldhana,maharashtra
1894,palus,buffalo,2016,february,38,14000,45500,35100.0,2016-02,sangli,maharashtra
1895,junnar (bhlhe),buffalo,2016,august,180,6000,40000,35000.0,2016-08,pune,maharashtra
1896,junnar (bhlhe),buffalo,2016,june,42,15000,40000,35000.0,2016-06,pune,maharashtra
1897,korpana,bullack,2016,january,47,15000,25000,20000.0,2016-01,chandrapur,maharashtra
1898,junnar (bhlhe),bullack,2016,may,850,10000,20000,18000.0,2016-05,pune,maharashtra
1899,junnar (bhlhe),bullack,2016,june,1224,12500,22500,21000.0,2016-06,pune,maharashtra
1900,khamgaon,bullack,2016,april,221,8000,25000,18000.0,2016-04,buldhana,maharashtra
1901,khamgaon,bullack,2016,february,221,10000,25000,21500.0,2016-02,buldhana,maharashtra
1902,khamgaon,bullack,2016,october,128,10000,25000,19250.0,2016-10,buldhana,maharashtra
1903,junnar (bhlhe),bullack,2016,august,180,5000,30000,25000.0,2016-08,pune,maharashtra
1904,malegaon (washim),bullack,2016,february,23,8000,40000,27000.0,2016-02,wasim,maharashtra
1905,khamgaon,bullack,2016,january,449,8500,20000,15500.0,2016-01,buldhana,maharashtra
1906,khamgaon,bullack,2016,june,202,10000,20000,18000.0,2016-06,buldhana,maharashtra
1907,mumbai,cardamom,2016,august,333,70000,110000,90000.0,2016-08,mumbai,maharashtra
1908,mumbai,cardamom,2016,april,382,50333,92667,71500.0,2016-04,mumbai,maharashtra
1909,mumbai,cardamom,2016,march,308,40000,80000,60000.0,2016-03,mumbai,maharashtra
1910,mumbai,cardamom,2016,june,174,44286,78571,61429.0,2016-06,mumbai,maharashtra
1911,mumbai,cardamom,2016,february,636,40000,80000,60000.0,2016-02,mumbai,maharashtra
1912,mumbai,cardamom,2016,january,836,41214,80000,60607.0,2016-01,mumbai,maharashtra
1913,mumbai,cardamom,2016,november,564,110313,174375,142344.0,2016-11,mumbai,maharashtra
1914,mumbai,cardamom,2016,may,329,50000,90000,70000.0,2016-05,mumbai,maharashtra
1915,mumbai,cardamom,2016,october,788,86471,152941,119706.0,2016-10,mumbai,maharashtra
1916,mumbai,cardamom,2016,july,740,53636,93636,73636.0,2016-07,mumbai,maharashtra
1917,mumbai,cardamom,2016,september,342,84286,145714,115000.0,2016-09,mumbai,maharashtra
1918,mumbai,cashewnuts,2016,april,4499,60000,90000,75000.0,2016-04,mumbai,maharashtra
1919,mumbai,cashewnuts,2016,june,2781,80000,100000,90000.0,2016-06,mumbai,maharashtra
1920,mumbai,cashewnuts,2016,august,4885,65833,88750,77292.0,2016-08,mumbai,maharashtra
1921,mumbai,cashewnuts,2016,february,2732,60000,90000,75000.0,2016-02,mumbai,maharashtra
1922,mumbai,cashewnuts,2016,september,21920,87895,133684,110789.0,2016-09,mumbai,maharashtra
1923,mumbai,cashewnuts,2016,november,1010,66154,106154,86154.0,2016-11,mumbai,maharashtra
1924,mumbai,cashewnuts,2016,may,4614,66087,93043,79565.0,2016-05,mumbai,maharashtra
1925,mumbai,cashewnuts,2016,january,3519,61318,88727,75023.0,2016-01,mumbai,maharashtra
1926,mumbai,cashewnuts,2016,july,4294,62727,82727,72727.0,2016-07,mumbai,maharashtra
1927,mumbai,cashewnuts,2016,october,8110,69087,110435,91522.0,2016-10,mumbai,maharashtra
1928,mumbai,cashewnuts,2016,march,2559,60000,90000,75000.0,2016-03,mumbai,maharashtra
1929,kalyan,chandani,2016,january,6,10000,12000,12000.0,2016-01,thane,maharashtra
1930,dhule,chillies(red),2016,june,20,9550,13375,12425.0,2016-06,dhule,maharashtra
1931,indapur-bhigwan,chillies(red),2016,march,1,11000,11000,11000.0,2016-03,pune,maharashtra
1932,ahmednagar,chillies(red),2016,march,1881,8442,13692,11579.0,2016-03,ahmadnagar,maharashtra
1933,pune,chillies(red),2016,september,1007,17500,20967,19343.0,2016-09,pune,maharashtra
1934,solapur,chillies(red),2016,july,122,10292,13253,11942.0,2016-07,solapur,maharashtra
1935,mumbai,chillies(red),2016,november,11283,10000,15000,12500.0,2016-11,mumbai,maharashtra
1936,pune,chillies(red),2016,june,2387,13316,16263,15211.0,2016-06,pune,maharashtra
1937,dhule,chillies(red),2016,may,12,5500,11950,10150.0,2016-05,dhule,maharashtra
1938,pune,chillies(red),2016,november,2117,20361,23139,21839.0,2016-11,pune,maharashtra
1939,solapur,chillies(red),2016,may,1483,6960,13340,10987.0,2016-05,solapur,maharashtra
1940,solapur,chillies(red),2016,february,8445,7339,13705,11168.0,2016-02,solapur,maharashtra
1941,indapur,chillies(red),2016,october,1,7500,9600,9600.0,2016-10,pune,maharashtra
1942,solapur,chillies(red),2016,april,2718,5417,12461,9520.0,2016-04,solapur,maharashtra
1943,ahmednagar,chillies(red),2016,may,2147,8522,12283,10811.0,2016-05,ahmadnagar,maharashtra
1944,pune,chillies(red),2016,october,2373,18864,21727,20450.0,2016-10,pune,maharashtra
1945,sangali,chillies(red),2016,march,2222,13107,15293,14536.0,2016-03,sangli,maharashtra
1946,khamgaon,chillies(red),2016,february,98,8500,12100,10913.0,2016-02,buldhana,maharashtra
1947,malkapur,chillies(red),2016,february,101,7843,10771,9597.0,2016-02,buldhana,maharashtra
1948,ahmednagar,chillies(red),2016,april,1900,7925,12313,10185.0,2016-04,ahmadnagar,maharashtra
1949,solapur,chillies(red),2016,march,5753,6885,13158,10100.0,2016-03,solapur,maharashtra
1950,indapur-bhigwan,chillies(red),2016,october,4,10000,11500,11500.0,2016-10,pune,maharashtra
1951,sangali,chillies(red),2016,january,233,10300,12300,11900.0,2016-01,sangli,maharashtra
1952,dhule,chillies(red),2016,april,35,7767,15400,12333.0,2016-04,dhule,maharashtra
1953,sangali,chillies(red),2016,june,615,13000,15000,14250.0,2016-06,sangli,maharashtra
1954,shirpur,chillies(red),2016,april,8,9263,9788,9755.0,2016-04,dhule,maharashtra
1955,sangali,chillies(red),2016,february,1053,13143,15714,14857.0,2016-02,sangli,maharashtra
1956,khamgaon,chillies(red),2016,march,36,9113,11588,10513.0,2016-03,buldhana,maharashtra
1957,sangali,chillies(red),2016,april,1465,12838,14354,13831.0,2016-04,sangli,maharashtra
1958,pune,chillies(red),2016,march,5393,13729,15521,15046.0,2016-03,pune,maharashtra
1959,sangali,chillies(red),2016,may,1552,13333,15000,14267.0,2016-05,sangli,maharashtra
1960,malkapur,chillies(red),2016,march,87,8686,12400,10700.0,2016-03,buldhana,maharashtra
1961,sangali,chillies(red),2016,august,215,11500,14500,13800.0,2016-08,sangli,maharashtra
1962,solapur,chillies(red),2016,august,124,9410,13350,12140.0,2016-08,solapur,maharashtra
1963,solapur,chillies(red),2016,june,471,10346,13550,12239.0,2016-06,solapur,maharashtra
1964,pune,chillies(red),2016,may,5898,13605,15316,14808.0,2016-05,pune,maharashtra
1965,gadhinglaj,chillies(red),2016,november,910,8278,30833,14667.0,2016-11,kolhapur,maharashtra
1966,amarawati,chillies(red),2016,september,115,7000,12654,9827.0,2016-09,amaravathi,maharashtra
1967,nagpur,chillies(red),2016,october,2551,10188,13500,12714.0,2016-10,nagpur,maharashtra
1968,umared,chillies(red),2016,june,4,12500,14500,13250.0,2016-06,nagpur,maharashtra
1969,nagpur,chillies(red),2016,march,29478,8042,10042,9542.0,2016-03,nagpur,maharashtra
1970,umared,chillies(red),2016,march,10,10000,15000,12000.0,2016-03,nagpur,maharashtra
1971,nagpur,chillies(red),2016,may,20581,9480,12480,11700.0,2016-05,nagpur,maharashtra
1972,morshi,chillies(red),2016,september,44,9375,12694,11299.0,2016-09,amaravathi,maharashtra
1973,ramtek,chillies(red),2016,may,18,9000,10500,9565.0,2016-05,nagpur,maharashtra
1974,nagpur,chillies(red),2016,november,2776,7200,11000,10111.0,2016-11,nagpur,maharashtra
1975,anajngaon surji,chillies(red),2016,may,58,7400,11100,10360.0,2016-05,amaravathi,maharashtra
1976,amarawati,chillies(red),2016,may,119,7333,13333,9975.0,2016-05,amaravathi,maharashtra
1977,anajngaon surji,chillies(red),2016,march,83,8625,12250,10500.0,2016-03,amaravathi,maharashtra
1978,anajngaon surji,chillies(red),2016,june,41,8750,29750,28000.0,2016-06,amaravathi,maharashtra
1979,amarawati,chillies(red),2016,june,125,8895,13579,11026.0,2016-06,amaravathi,maharashtra
1980,morshi,chillies(red),2016,july,18,10000,12000,10674.0,2016-07,amaravathi,maharashtra
1981,anajngaon surji,chillies(red),2016,july,2,9000,11000,10000.0,2016-07,amaravathi,maharashtra
1982,amarawati,chillies(red),2016,july,59,7000,12400,9700.0,2016-07,amaravathi,maharashtra
1983,nagpur,chillies(red),2016,september,383,11000,13500,12875.0,2016-09,nagpur,maharashtra
1984,ramtek,chillies(red),2016,september,2,9000,12000,10500.0,2016-09,nagpur,maharashtra
1985,nandurbar,chillies(red),2016,august,12,10000,11200,10980.0,2016-08,nandurbar,maharashtra
1986,nandurbar,chillies(red),2016,may,22,11600,11600,11600.0,2016-05,nandurbar,maharashtra
1987,ramtek,chillies(red),2016,june,15,10250,14125,11875.0,2016-06,nagpur,maharashtra
1988,nagpur,chillies(red),2016,june,12085,10522,13261,12473.0,2016-06,nagpur,maharashtra
1989,mumbai,chillies(red),2016,march,37198,13000,22000,17500.0,2016-03,mumbai,maharashtra
1990,kolhapur-laxmipuri,chillies(red),2016,june,165,20000,24769,22000.0,2016-06,kolhapur,maharashtra
1991,mumbai,chillies(red),2016,may,26788,12000,19000,15500.0,2016-05,mumbai,maharashtra
1992,mumbai,chillies(red),2016,october,11143,10000,15000,12500.0,2016-10,mumbai,maharashtra
1993,gadhinglaj,chillies(red),2016,march,74,7150,30913,14656.0,2016-03,kolhapur,maharashtra
1994,kolhapur-laxmipuri,chillies(red),2016,july,19,18667,23917,21167.0,2016-07,kolhapur,maharashtra
1995,mumbai,chillies(red),2016,september,8433,14000,22000,18000.0,2016-09,mumbai,maharashtra
1996,kolhapur-laxmipuri,chillies(red),2016,january,252,12375,17417,15383.0,2016-01,kolhapur,maharashtra
1997,nagpur,chillies(red),2016,april,27140,8652,11304,10641.0,2016-04,nagpur,maharashtra
1998,umared,chillies(red),2016,april,27,9000,13833,12333.0,2016-04,nagpur,maharashtra
1999,mumbai,chillies(red),2016,june,7564,12143,18857,15476.0,2016-06,mumbai,maharashtra
2000,kolhapur-laxmipuri,chillies(red),2016,march,580,17125,25000,20000.0,2016-03,kolhapur,maharashtra
2001,gadhinglaj,chillies(red),2016,october,501,8788,21200,13913.0,2016-10,kolhapur,maharashtra
2002,mumbai,chillies(red),2016,april,21497,12000,19059,15529.0,2016-04,mumbai,maharashtra
2003,mumbai,chillies(red),2016,august,11653,13391,20783,17087.0,2016-08,mumbai,maharashtra
2004,kolhapur-laxmipuri,chillies(red),2016,may,685,19280,25000,20480.0,2016-05,kolhapur,maharashtra
2005,mumbai,chillies(red),2016,february,37273,8130,16696,12413.0,2016-02,mumbai,maharashtra
2006,mumbai,chillies(red),2016,january,22384,7087,15000,11043.0,2016-01,mumbai,maharashtra
2007,gadhinglaj,chillies(red),2016,may,5,4500,25000,12100.0,2016-05,kolhapur,maharashtra
2008,mumbai,chillies(red),2016,july,8861,12045,18045,15023.0,2016-07,mumbai,maharashtra
2009,gadhinglaj,chillies(red),2016,january,359,7564,35244,16333.0,2016-01,kolhapur,maharashtra
2010,ahmednagar,chillies(red),2016,february,3058,7720,12725,10528.0,2016-02,ahmadnagar,maharashtra
2011,kolhapur-laxmipuri,chillies(red),2016,april,910,17875,26250,20800.0,2016-04,kolhapur,maharashtra
2012,gadhinglaj,chillies(red),2016,april,16,5500,23000,14320.0,2016-04,kolhapur,maharashtra
2013,nagpur,chillies(red),2016,july,3093,9986,11900,11475.0,2016-07,nagpur,maharashtra
2014,bhiwapur,chillies(red),2016,june,221,8375,13250,11000.0,2016-06,nagpur,maharashtra
2015,kolhapur-laxmipuri,chillies(red),2016,february,322,13729,19042,14696.0,2016-02,kolhapur,maharashtra
2016,nagpur,chillies(red),2016,august,1774,9375,13500,12969.0,2016-08,nagpur,maharashtra
2017,gadhinglaj,chillies(red),2016,february,93,7071,36171,15571.0,2016-02,kolhapur,maharashtra
2018,armori-desaiganj,chillies(red),2016,june,3,17000,18500,18300.0,2016-06,gadchiroli,maharashtra
2019,pune,chillies(red),2016,january,1693,13350,14550,14125.0,2016-01,pune,maharashtra
2020,solapur,chillies(red),2016,september,83,11220,13025,12215.0,2016-09,solapur,maharashtra
2021,pune,chillies(red),2016,april,1646,14601,16200,15750.0,2016-04,pune,maharashtra
2022,armori-desaiganj,chillies(red),2016,may,94,14075,19025,18375.0,2016-05,gadchiroli,maharashtra
2023,morshi,chillies(red),2016,april,71,10500,13250,11978.0,2016-04,amaravathi,maharashtra
2024,solapur,chillies(red),2016,october,697,7073,13002,11009.0,2016-10,solapur,maharashtra
2025,indapur,chillies(red),2016,february,1,9500,10300,10300.0,2016-02,pune,maharashtra
2026,armori-desaiganj,chillies(red),2016,february,24,14433,14833,14667.0,2016-02,gadchiroli,maharashtra
2027,pune-pimpri,chillies(red),2016,january,1298,12643,13714,13321.0,2016-01,pune,maharashtra
2028,pune,chillies(red),2016,august,890,16120,19229,17738.0,2016-08,pune,maharashtra
2029,armori-desaiganj,chillies(red),2016,january,6,11250,15250,14474.0,2016-01,gadchiroli,maharashtra
2030,anajngaon surji,chillies(red),2016,april,72,8375,10638,9825.0,2016-04,amaravathi,maharashtra
2031,pune,chillies(red),2016,february,6514,12878,15456,14614.0,2016-02,pune,maharashtra
2032,morshi,chillies(red),2016,august,48,9640,13000,10449.0,2016-08,amaravathi,maharashtra
2033,amarawati,chillies(red),2016,april,9,7333,12333,9833.0,2016-04,amaravathi,maharashtra
2034,armori,chillies(red),2016,may,14,15650,18750,17054.0,2016-05,gadchiroli,maharashtra
2035,sironcha,chillies(red),2016,may,108,14957,14957,14957.0,2016-05,gadchiroli,maharashtra
2036,armori,chillies(red),2016,april,15,9667,15467,14192.0,2016-04,gadchiroli,maharashtra
2037,armori-desaiganj,chillies(red),2016,march,207,11500,16620,15900.0,2016-03,gadchiroli,maharashtra
2038,amarawati,chillies(red),2016,august,67,7000,12773,9659.0,2016-08,amaravathi,maharashtra
2039,armori-desaiganj,chillies(red),2016,april,128,12250,17600,16875.0,2016-04,gadchiroli,maharashtra
2040,pune,chillies(red),2016,july,903,14175,17875,16678.0,2016-07,pune,maharashtra
2041,parshiwani,coriander  ,2016,july,1,10000,10000,10000.0,2016-07,nagpur,maharashtra
2042,kalyan,coriander (dry),2016,january,12,11000,12500,11975.0,2016-01,thane,maharashtra
2043,mumbai,coriander (dry),2016,january,2192,8000,14154,11077.0,2016-01,mumbai,maharashtra
2044,mumbai,coriander (dry),2016,june,3420,6167,16333,11250.0,2016-06,mumbai,maharashtra
2045,mumbai,coriander (dry),2016,april,8439,7091,17727,12409.0,2016-04,mumbai,maharashtra
2046,pune,coriander (dry),2016,february,1647,10265,15300,13618.0,2016-02,pune,maharashtra
2047,mumbai,coriander (dry),2016,may,440,6000,16000,11000.0,2016-05,mumbai,maharashtra
2048,sangali,coriander (dry),2016,february,2810,8000,10900,9800.0,2016-02,sangli,maharashtra
2049,barshi,coriander (dry),2016,january,60,9533,9733,9533.0,2016-01,solapur,maharashtra
2050,pune,coriander (dry),2016,july,572,9412,13706,12759.0,2016-07,pune,maharashtra
2051,mumbai,coriander (dry),2016,july,2896,6000,16000,11000.0,2016-07,mumbai,maharashtra
2052,pune,coriander (dry),2016,november,1401,8825,12200,10625.0,2016-11,pune,maharashtra
2053,pune,coriander (dry),2016,august,445,9471,14559,12770.0,2016-08,pune,maharashtra
2054,mumbai,coriander (dry),2016,september,2510,6000,16000,11000.0,2016-09,mumbai,maharashtra
2055,mumbai,coriander (dry),2016,august,3232,6000,16000,11000.0,2016-08,mumbai,maharashtra
2056,pune,coriander (dry),2016,october,971,7870,12587,10396.0,2016-10,pune,maharashtra
2057,pune-pimpri,coriander (dry),2016,january,549,11714,16857,14929.0,2016-01,pune,maharashtra
2058,pune,coriander (dry),2016,june,1257,8705,15100,12833.0,2016-06,pune,maharashtra
2059,kalyan,coriander (dry),2016,march,6,12000,16000,14000.0,2016-03,thane,maharashtra
2060,kalyan,coriander (dry),2016,july,15,7840,14160,10840.0,2016-07,thane,maharashtra
2061,pune,coriander (dry),2016,may,1622,9350,14475,12405.0,2016-05,pune,maharashtra
2062,sangali,coriander (dry),2016,january,4,9750,11000,10800.0,2016-01,sangli,maharashtra
2063,pune,coriander (dry),2016,march,2577,9471,13294,12106.0,2016-03,pune,maharashtra
2064,mumbai,coriander (dry),2016,october,2901,6000,16000,11000.0,2016-10,mumbai,maharashtra
2065,pune-pimpri,coriander (dry),2016,february,67,10000,13000,12000.0,2016-02,pune,maharashtra
2066,kalyan,coriander (dry),2016,may,9,8000,14333,12333.0,2016-05,thane,maharashtra
2067,kalyan,coriander (dry),2016,august,18,7700,13167,10400.0,2016-08,thane,maharashtra
2068,mumbai,coriander (dry),2016,november,1735,6000,16000,11200.0,2016-11,mumbai,maharashtra
2069,amalner,coriander (dry),2016,february,25,7833,10650,10525.0,2016-02,jalgaon,maharashtra
2070,pune,coriander (dry),2016,january,803,10736,15455,14273.0,2016-01,pune,maharashtra
